,CMTE_ID,CMTE_PTY_AFFILIATION
38255,C00695429,DEM
38256,C00695437,DEM
38257,C00695478,DEM
38258,C00695486,DEM
38259,C00695494,REP
38260,C00695510,DEM
38261,C00695577,DEM
38262,C00695726,DEM
38263,C00695791,REP
38264,C00695858,DEM
38265,C00695866,DEM
38266,C00695882,DEM
38267,C00695957,REP
38268,C00695965,REP
38269,C00696005,DEM
38270,C00696021,DEM
38271,C00696054,DEM
38272,C00696104,DEM
38273,C00696120,REP
38274,C00696138,DEM
38275,C00696146,DEM
38276,C00696153,DEM
38277,C00696179,REP
38278,C00696187,REP
38279,C00696229,DEM
38280,C00696245,DEM
38281,C00696252,DEM
38282,C00696260,DEM
38283,C00696286,REP
38284,C00696302,DEM
38285,C00696401,REP
38286,C00696419,DEM
38287,C00696427,DEM
38288,C00696450,DEM
38289,C00696492,DEM
38290,C00696526,DEM
38291,C00696534,DEM
38292,C00696559,DEM
38293,C00696625,DEM
38294,C00696641,DEM
38295,C00696690,DEM
38296,C00696708,DEM
38297,C00696716,REP
38298,C00696724,DEM
38299,C00696732,DEM
38300,C00696757,DEM
38301,C00696815,REP
38302,C00696823,DEM
38303,C00696856,REP
38304,C00696872,REP
38305,C00696898,DEM
38306,C00696914,DEM
38307,C00696922,DEM
38308,C00696930,REP
38309,C00696948,DEM
38310,C00696963,REP
38311,C00696971,DEM
38312,C00696989,REP
38313,C00696997,DEM
38314,C00697037,DEM
38315,C00697045,DEM
38316,C00697052,REP
38317,C00697102,DEM
38318,C00697128,DEM
38319,C00697144,DEM
38320,C00697227,DEM
38321,C00697250,REP
38322,C00697268,DEM
38323,C00697284,DEM
38324,C00697318,DEM
38325,C00697334,DEM
38326,C00697391,DEM
38327,C00697417,REP
38328,C00697425,DEM
38329,C00697441,DEM
38330,C00697458,REP
38331,C00697490,DEM
38332,C00697524,DEM
38333,C00697540,DEM
38334,C00697557,REP
38335,C00697623,REP
38336,C00697649,REP
38337,C00697672,DEM
38338,C00697748,REP
38339,C00697789,REP
38340,C00697797,DEM
38341,C00697805,DEM
38342,C00697813,REP
38343,C00697904,DEM
38344,C00697920,REP
38345,C00697987,DEM
38346,C00698050,DEM
38347,C00698068,DEM
38348,C00698084,REP
38349,C00698134,DEM
38350,C00698167,DEM
38351,C00698183,DEM
38352,C00698191,DEM
38353,C00698217,REP
38354,C00698241,REP
38355,C00698258,DEM
38356,C00698274,DEM
38357,C00698282,DEM
38358,C00698290,REP
38359,C00698324,DEM
38360,C00698373,REP
38361,C00698399,DEM
38362,C00698407,DEM
38363,C00698423,REP
38364,C00698431,REP
38365,C00698449,REP
38366,C00698464,DEM
38367,C00698480,REP
38368,C00698506,REP
38369,C00698522,DEM
38370,C00698530,REP
38371,C00698555,REP
38372,C00698563,DEM
38373,C00698597,REP
38374,C00698605,DEM
38375,C00698613,DEM
38376,C00698621,DEM
38377,C00698639,DEM
38378,C00698647,DEM
38379,C00698670,REP
38380,C00698746,REP
38381,C00698753,DEM
38382,C00698779,DEM
38383,C00698787,DEM
38384,C00698795,DEM
38385,C00698803,REP
38386,C00698811,REP
38387,C00698837,DEM
38388,C00698845,DEM
38389,C00698878,DEM
38390,C00698985,REP
38391,C00698993,DEM
38392,C00699009,REP
38393,C00699090,DEM
38394,C00699116,REP
38395,C00699132,DEM
38396,C00699181,REP
38397,C00699207,REP
38398,C00699223,REP
38399,C00699231,REP
38400,C00699249,DEM
38401,C00699272,REP
38402,C00699280,DEM
38403,C00699298,DEM
38404,C00699363,REP
38405,C00699371,DEM
38406,C00699389,REP
38407,C00699405,DEM
38408,C00699488,REP
38409,C00699512,REP
38410,C00699538,REP
38411,C00699579,REP
38412,C00699595,REP
38413,C00699629,REP
38414,C00699637,DEM
38415,C00699645,DEM
38416,C00699652,DEM
38417,C00699660,REP
38418,C00699694,REP
38419,C00699744,DEM
38420,C00699777,REP
38421,C00699835,DEM
38422,C00699942,REP
38423,C00699967,DEM
38424,C00699975,DEM
38425,C00699983,DEM
38426,C00700005,DEM
38427,C00700013,DEM
38428,C00700047,DEM
38429,C00700054,DEM
38430,C00700062,REP
38431,C00700161,REP
38432,C00700187,REP
38433,C00700195,REP
38434,C00700294,REP
38435,C00700328,DEM
38436,C00700336,DEM
38437,C00700344,DEM
38438,C00700401,DEM
38439,C00700419,REP
38440,C00700450,REP
38441,C00700500,REP
38442,C00700526,REP
38443,C00700534,DEM
38444,C00700559,REP
38445,C00700575,DEM
38446,C00700583,DEM
38447,C00700609,DEM
38448,C00700625,DEM
38449,C00700633,REP
38450,C00700641,REP
38451,C00700708,DEM
38452,C00700716,DEM
38453,C00700724,DEM
38454,C00700732,DEM
38455,C00700740,DEM
38456,C00700757,DEM
38457,C00700781,DEM
38458,C00700807,REP
38459,C00700823,REP
38460,C00700831,DEM
38461,C00700856,DEM
38462,C00700864,DEM
38463,C00700880,DEM
38464,C00700898,REP
38465,C00700906,REP
38466,C00700922,DEM
38467,C00700930,DEM
38468,C00700948,DEM
38469,C00700955,REP
38470,C00700963,DEM
38471,C00700971,DEM
38472,C00700989,REP
38473,C00700997,DEM
38474,C00701003,REP
38475,C00701037,DEM
38476,C00701052,DEM
38477,C00701086,REP
38478,C00701094,REP
38479,C00701102,REP
38480,C00701144,REP
38481,C00701177,REP
38482,C00701185,DEM
38483,C00701227,DEM
38484,C00701235,DEM
38485,C00701250,REP
38486,C00701284,DEM
38487,C00701292,DEM
38488,C00701300,DEM
38489,C00701318,DEM
38490,C00701334,DEM
38491,C00701367,DEM
38492,C00701375,REP
38493,C00701383,DEM
38494,C00701409,REP
38495,C00701417,DEM
38496,C00701433,REP
38497,C00701458,DEM
38498,C00701466,DEM
38499,C00701474,DEM
38500,C00701490,DEM
38501,C00701524,REP
38502,C00701540,REP
38503,C00701557,REP
38504,C00701565,REP
38505,C00701599,DEM
38506,C00701607,DEM
38507,C00701649,DEM
38508,C00701672,REP
38509,C00701698,DEM
38510,C00701706,DEM
38511,C00701722,REP
38512,C00701730,DEM
38513,C00701748,DEM
38514,C00701755,REP
38515,C00701763,REP
38516,C00701771,DEM
38517,C00701847,DEM
38518,C00701862,DEM
38519,C00701896,DEM
38520,C00701946,REP
38521,C00701953,DEM
38522,C00701979,DEM
38523,C00701995,DEM
38524,C00702001,REP
38525,C00702019,REP
38526,C00702076,DEM
38527,C00702100,DEM
38528,C00702118,REP
38529,C00702126,DEM
38530,C00702134,DEM
38531,C00702159,DEM
38532,C00702191,DEM
38533,C00702209,REP
38534,C00702225,DEM
38535,C00702233,DEM
38536,C00702258,REP
38537,C00702282,REP
38538,C00702332,REP
38539,C00702365,REP
38540,C00702373,DEM
38541,C00702381,DEM
38542,C00702399,DEM
38543,C00702407,DEM
38544,C00702415,REP
38545,C00702431,REP
38546,C00702449,REP
38547,C00702456,REP
38548,C00702464,REP
38549,C00702480,REP
38550,C00702498,REP
38551,C00702506,REP
38552,C00702514,REP
38553,C00702522,REP
38554,C00702530,REP
38555,C00702548,REP
38556,C00702555,REP
38557,C00702563,REP
38558,C00702571,REP
38559,C00702589,REP
38560,C00702597,REP
38561,C00702605,REP
38562,C00702613,REP
38563,C00702621,REP
38564,C00702639,REP
38565,C00702647,REP
38566,C00702654,REP
38567,C00702662,REP
38568,C00702670,REP
38569,C00702688,REP
38570,C00702696,REP
38571,C00702712,REP
38572,C00702720,REP
38573,C00702738,REP
38574,C00702746,REP
38575,C00702753,REP
38576,C00702761,REP
38577,C00702779,REP
38578,C00702787,REP
38579,C00702795,REP
38580,C00702803,REP
38581,C00702811,REP
38582,C00702829,REP
38583,C00702837,REP
38584,C00702845,REP
38585,C00702852,REP
38586,C00702860,REP
38587,C00702878,REP
38588,C00702886,REP
38589,C00702894,REP
38590,C00702902,REP
38591,C00702910,REP
38592,C00702928,REP
38593,C00702936,REP
38594,C00702944,REP
38595,C00702951,REP
38596,C00702977,DEM
38597,C00702985,REP
38598,C00703025,REP
38599,C00703033,DEM
38600,C00703041,DEM
38601,C00703058,REP
38602,C00703066,REP
38603,C00703074,DEM
38604,C00703108,DEM
38605,C00703124,DEM
38606,C00703132,DEM
38607,C00703199,REP
38608,C00703215,REP
38609,C00703223,DEM
38610,C00703231,DEM
38611,C00703256,DEM
38612,C00703272,REP
38613,C00703306,DEM
38614,C00703314,DEM
38615,C00703322,DEM
38616,C00703363,REP
38617,C00703371,DEM
38618,C00703389,REP
38619,C00703413,DEM
38620,C00703488,REP
38621,C00703504,REP
38622,C00703512,DEM
38623,C00703520,REP
38624,C00703546,REP
38625,C00703553,REP
38626,C00703561,REP
38627,C00703579,REP
38628,C00703587,DEM
38629,C00703603,DEM
38630,C00703736,REP
38631,C00703785,REP
38632,C00703793,REP
38633,C00703801,REP
38634,C00703835,REP
38635,C00703843,REP
38636,C00703975,DEM
38637,C00703983,DEM
38638,C00704031,REP
38639,C00704049,DEM
38640,C00704056,REP
38641,C00704064,REP
38642,C00704098,DEM
38643,C00704197,DEM
38644,C00704262,DEM
38645,C00704270,REP
38646,C00704288,REP
38647,C00704320,DEM
38648,C00704353,DEM
38649,C00704361,DEM
38650,C00704379,DEM
38651,C00704395,REP
38652,C00704403,REP
38653,C00704429,REP
38654,C00704437,REP
38655,C00704460,DEM
38656,C00704510,DEM
38657,C00704528,DEM
38658,C00704544,DEM
38659,C00704551,DEM
38660,C00704585,DEM
38661,C00704601,REP
38662,C00704619,DEM
38663,C00704627,DEM
38664,C00704635,DEM
38665,C00704643,REP
38666,C00704650,DEM
38667,C00704874,REP
38668,C00704882,DEM
38669,C00704908,REP
38670,C00704957,REP
38671,C00704973,DEM
38672,C00704981,REP
38673,C00704999,REP
38674,C00705012,DEM
38675,C00705020,DEM
38676,C00705053,REP
38677,C00705079,REP
38678,C00705087,DEM
38679,C00705095,DEM
38680,C00705145,DEM
38681,C00705152,DEM
38682,C00705160,REP
38683,C00705178,REP
38684,C00705186,DEM
38685,C00705228,REP
38686,C00705236,REP
38687,C00705244,REP
38688,C00705269,REP
38689,C00705301,DEM
38690,C00705327,REP
38691,C00705335,REP
38692,C00705343,REP
38693,C00705350,DEM
38694,C00705418,REP
38695,C00705426,DEM
38696,C00705459,DEM
38697,C00705467,REP
38698,C00705483,DEM
38699,C00705491,REP
38700,C00705517,REP
38701,C00705541,REP
38702,C00705566,REP
38703,C00705574,REP
38704,C00705616,REP
38705,C00705640,REP
38706,C00705681,REP
38707,C00705707,REP
38708,C00705715,REP
38709,C00705731,REP
38710,C00705749,REP
38711,C00705756,REP
38712,C00705780,REP
38713,C00705806,REP
38714,C00705814,REP
38715,C00705822,REP
38716,C00705855,REP
38717,C00705871,REP
38718,C00705913,REP
38719,C00705939,REP
38720,C00705947,REP
38721,C00705954,REP
38722,C00705962,REP
38723,C00705988,DEM
38724,C00706036,DEM
38725,C00706044,DEM
38726,C00706051,REP
38727,C00706069,REP
38728,C00706093,DEM
38729,C00706101,DEM
38730,C00706119,DEM
38731,C00706127,REP
38732,C00706143,REP
38733,C00706168,DEM
38734,C00706226,DEM
38735,C00706234,REP
38736,C00706242,REP
38737,C00706259,DEM
38738,C00706267,REP
38739,C00706275,REP
38740,C00706317,DEM
38741,C00706325,DEM
38742,C00706333,REP
38743,C00706374,REP
38744,C00706416,DEM
38745,C00706432,REP
38746,C00706457,DEM
38747,C00706549,DEM
38748,C00706564,REP
38749,C00706606,DEM
38750,C00706614,REP
38751,C00706622,DEM
38752,C00706648,DEM
38753,C00706671,DEM
38754,C00706697,DEM
38755,C00706705,DEM
38756,C00706713,REP
38757,C00706739,REP
38758,C00706747,REP
38759,C00706754,DEM
38760,C00706762,REP
38761,C00706788,REP
38762,C00706796,REP
38763,C00706820,DEM
38764,C00706895,REP
38765,C00706911,DEM
38766,C00706937,DEM
38767,C00706952,DEM
38768,C00706978,DEM
38769,C00707000,DEM
38770,C00707026,DEM
38771,C00707059,REP
38772,C00707067,DEM
38773,C00707075,REP
38774,C00707133,REP
38775,C00707158,DEM
38776,C00707174,DEM
38777,C00707182,DEM
38778,C00707224,REP
38779,C00707257,DEM
38780,C00707265,DEM
38781,C00707281,DEM
38782,C00707307,DEM
38783,C00707331,REP
38784,C00707349,REP
38785,C00707380,DEM
38786,C00707406,DEM
38787,C00707430,REP
38788,C00707448,REP
38789,C00707455,REP
38790,C00707471,REP
38791,C00707497,DEM
38792,C00707505,DEM
38793,C00707521,DEM
38794,C00707539,REP
38795,C00707547,DEM
38796,C00707554,DEM
38797,C00707562,DEM
38798,C00707588,DEM
38799,C00707596,DEM
38800,C00707604,DEM
38801,C00707612,REP
38802,C00707620,DEM
38803,C00707638,DEM
38804,C00707661,REP
38805,C00707679,REP
38806,C00707695,REP
38807,C00707836,DEM
38808,C00707877,DEM
38809,C00707901,DEM
38810,C00707919,REP
38811,C00707943,DEM
38812,C00707976,DEM
38813,C00707984,REP
38814,C00708016,REP
38815,C00708032,REP
38816,C00708065,DEM
38817,C00708073,REP
38818,C00708107,DEM
38819,C00708115,DEM
38820,C00708156,DEM
38821,C00708164,DEM
38822,C00708198,REP
38823,C00708214,REP
38824,C00708222,DEM
38825,C00708230,REP
38826,C00708263,REP
38827,C00708289,REP
38828,C00708305,DEM
38829,C00708321,DEM
38830,C00708347,REP
38831,C00708388,REP
38832,C00708404,DEM
38833,C00708412,REP
38834,C00708438,DEM
38835,C00708446,REP
38836,C00708461,DEM
38837,C00708479,DEM
38838,C00708511,REP
38839,C00708529,DEM
38840,C00708578,DEM
38841,C00708628,REP
38842,C00708651,DEM
38843,C00708669,REP
38844,C00708693,REP
38845,C00708701,REP
38846,C00708719,DEM
38847,C00708735,DEM
38848,C00708743,DEM
38849,C00708750,REP
38850,C00708768,REP
38851,C00708776,REP
38852,C00708784,REP
38853,C00708792,DEM
38854,C00708800,DEM
38855,C00708818,DEM
38856,C00708859,DEM
38857,C00708867,DEM
38858,C00708875,REP
38859,C00708891,DEM
38860,C00708917,DEM
38861,C00708933,DEM
38862,C00708941,DEM
38863,C00708982,DEM
38864,C00709006,DEM
38865,C00709048,DEM
38866,C00709063,DEM
38867,C00709071,DEM
38868,C00709105,REP
38869,C00709121,DEM
38870,C00709154,REP
38871,C00709162,REP
38872,C00709188,DEM
38873,C00709196,DEM
38874,C00709204,DEM
38875,C00709253,DEM
38876,C00709279,DEM
38877,C00709287,DEM
38878,C00709311,DEM
38879,C00709337,REP
38880,C00709352,DEM
38881,C00709360,REP
38882,C00709378,REP
38883,C00709402,DEM
38884,C00709410,DEM
38885,C00709428,REP
38886,C00709444,REP
38887,C00709469,DEM
38888,C00709477,REP
38889,C00709493,REP
38890,C00709501,DEM
38891,C00709519,DEM
38892,C00709527,DEM
38893,C00709535,DEM
38894,C00709550,DEM
38895,C00709568,DEM
38896,C00709584,REP
38897,C00709618,REP
38898,C00709626,DEM
38899,C00709642,REP
38900,C00709667,DEM
38901,C00709683,REP
38902,C00709758,REP
38903,C00709774,DEM
38904,C00709832,DEM
38905,C00709857,REP
38906,C00709865,REP
38907,C00709873,DEM
38908,C00709881,REP
38909,C00709899,DEM
38910,C00709915,REP
38911,C00709923,REP
38912,C00709964,REP
38913,C00710012,DEM
38914,C00710020,DEM
38915,C00710046,DEM
38916,C00710053,DEM
38917,C00710087,DEM
38918,C00710095,DEM
38919,C00710103,REP
38920,C00710111,REP
38921,C00710129,REP
38922,C00710152,REP
38923,C00710186,DEM
38924,C00710269,DEM
38925,C00710285,DEM
38926,C00710293,REP
38927,C00710301,DEM
38928,C00710327,DEM
38929,C00710368,REP
38930,C00710376,DEM
38931,C00710384,DEM
38932,C00710392,REP
38933,C00710418,DEM
38934,C00710426,REP
38935,C00710434,REP
38936,C00710459,DEM
38937,C00710467,DEM
38938,C00710475,DEM
38939,C00710483,REP
38940,C00710491,DEM
38941,C00710509,DEM
38942,C00710525,DEM
38943,C00710533,DEM
38944,C00710566,DEM
38945,C00710574,DEM
38946,C00710582,REP
38947,C00710590,REP
38948,C00710608,REP
38949,C00710624,REP
38950,C00710632,DEM
38951,C00710665,DEM
38952,C00710673,DEM
38953,C00710681,REP
38954,C00710699,REP
38955,C00710749,DEM
38956,C00710756,DEM
38957,C00710780,DEM
38958,C00710798,REP
38959,C00710806,REP
38960,C00710814,REP
38961,C00710855,REP
38962,C00710863,REP
38963,C00710871,DEM
38964,C00710913,REP
38965,C00710939,REP
38966,C00710947,DEM
38967,C00710954,DEM
38968,C00710962,REP
38969,C00710970,REP
38970,C00711002,REP
38971,C00711010,REP
38972,C00711028,REP
38973,C00711036,DEM
38974,C00711051,REP
38975,C00711069,DEM
38976,C00711077,REP
38977,C00711101,DEM
38978,C00711127,REP
38979,C00711150,DEM
38980,C00711168,DEM
38981,C00711176,DEM
38982,C00711184,DEM
38983,C00711218,DEM
38984,C00711226,DEM
38985,C00711242,REP
38986,C00711259,REP
38987,C00711275,DEM
38988,C00711283,DEM
38989,C00711309,REP
38990,C00711317,DEM
38991,C00711325,REP
38992,C00711341,REP
38993,C00711358,REP
38994,C00711382,DEM
38995,C00711390,REP
38996,C00711408,DEM
38997,C00711416,REP
38998,C00711432,REP
38999,C00711440,REP
39000,C00711457,REP
39001,C00711465,REP
39002,C00711473,DEM
39003,C00711531,DEM
39004,C00711549,DEM
39005,C00711556,DEM
39006,C00711564,DEM
39007,C00711572,REP
39008,C00711580,REP
39009,C00711598,DEM
39010,C00711606,REP
39011,C00711614,DEM
39012,C00711630,DEM
39013,C00711655,DEM
39014,C00711663,REP
39015,C00711671,DEM
39016,C00711689,REP
39017,C00711697,REP
39018,C00711713,DEM
39019,C00711739,DEM
39020,C00711796,REP
39021,C00711804,DEM
39022,C00711812,DEM
39023,C00711879,DEM
39024,C00711887,DEM
39025,C00711903,REP
39026,C00711911,DEM
39027,C00711945,REP
39028,C00711960,REP
39029,C00711978,DEM
39030,C00711994,DEM
39031,C00712000,DEM
39032,C00712034,DEM
39033,C00712042,DEM
39034,C00712067,REP
39035,C00712083,REP
39036,C00712091,REP
39037,C00712133,REP
39038,C00712141,DEM
39039,C00712158,DEM
39040,C00712166,DEM
39041,C00712182,REP
39042,C00712190,REP
39043,C00712216,DEM
39044,C00712224,DEM
39045,C00712232,DEM
39046,C00712257,REP
39047,C00712265,REP
39048,C00712273,DEM
39049,C00712299,DEM
39050,C00712307,REP
39051,C00712315,REP
39052,C00712323,DEM
39053,C00712331,REP
39054,C00712349,DEM
39055,C00712380,DEM
39056,C00712398,DEM
39057,C00712406,DEM
39058,C00712414,DEM
39059,C00712422,DEM
39060,C00712455,DEM
39061,C00712471,REP
39062,C00712489,REP
39063,C00712513,REP
39064,C00712521,REP
39065,C00712547,DEM
39066,C00712554,DEM
39067,C00712604,DEM
39068,C00712646,REP
39069,C00712679,DEM
39070,C00712729,DEM
39071,C00712737,DEM
39072,C00712760,DEM
39073,C00712794,REP
39074,C00712877,REP
39075,C00712893,REP
39076,C00712901,DEM
39077,C00712950,DEM
39078,C00712968,DEM
39079,C00712992,REP
39080,C00713008,REP
39081,C00713065,REP
39082,C00713073,REP
39083,C00713081,REP
39084,C00713115,DEM
39085,C00713123,REP
39086,C00713131,DEM
39087,C00713149,DEM
39088,C00713206,DEM
39089,C00713222,DEM
39090,C00713230,REP
39091,C00713248,DEM
39092,C00713255,DEM
39093,C00713263,DEM
39094,C00713271,DEM
39095,C00713289,DEM
39096,C00713297,DEM
39097,C00713313,REP
39098,C00713321,DEM
39099,C00713347,DEM
39100,C00713362,DEM
39101,C00713396,DEM
39102,C00713404,DEM
39103,C00713412,REP
39104,C00713446,REP
39105,C00713453,REP
39106,C00713461,REP
39107,C00713487,REP
39108,C00713503,REP
39109,C00713511,REP
39110,C00713529,DEM
39111,C00713537,REP
39112,C00713545,DEM
39113,C00713586,DEM
39114,C00713594,DEM
39115,C00713636,DEM
39116,C00713685,DEM
39117,C00713693,DEM
39118,C00713743,DEM
39119,C00713750,REP
39120,C00713768,REP
39121,C00713776,DEM
39122,C00713784,DEM
39123,C00713792,DEM
39124,C00713800,REP
39125,C00713818,REP
39126,C00713826,REP
39127,C00713842,DEM
39128,C00713891,REP
39129,C00713909,DEM
39130,C00713917,DEM
39131,C00713933,REP
39132,C00713941,REP
39133,C00713958,REP
39134,C00713974,DEM
39135,C00713982,DEM
39136,C00714006,REP
39137,C00714022,REP
39138,C00714048,REP
39139,C00714055,DEM
39140,C00714063,DEM
39141,C00714089,REP
39142,C00714105,REP
39143,C00714121,DEM
39144,C00714147,DEM
39145,C00714154,DEM
39146,C00714170,REP
39147,C00714188,REP
39148,C00714196,REP
39149,C00714204,REP
39150,C00714212,REP
39151,C00714246,DEM
39152,C00714253,DEM
39153,C00714261,REP
39154,C00714279,DEM
39155,C00714295,DEM
39156,C00714311,REP
39157,C00714337,REP
39158,C00714345,REP
39159,C00714378,REP
39160,C00714444,REP
39161,C00714469,REP
39162,C00714477,DEM
39163,C00714493,DEM
39164,C00714519,REP
39165,C00714535,DEM
39166,C00714543,REP
39167,C00714568,REP
39168,C00714576,REP
39169,C00714584,DEM
39170,C00714592,REP
39171,C00714600,REP
39172,C00714618,REP
39173,C00714634,REP
39174,C00714642,DEM
39175,C00714683,DEM
39176,C00714782,REP
39177,C00714808,REP
39178,C00714816,DEM
39179,C00714824,DEM
39180,C00714832,DEM
39181,C00714840,REP
39182,C00714865,REP
39183,C00714907,REP
39184,C00714949,DEM
39185,C00714956,DEM
39186,C00714964,DEM
39187,C00714972,DEM
39188,C00714980,REP
39189,C00714998,REP
39190,C00715003,REP
39191,C00715011,REP
39192,C00715029,REP
39193,C00715037,DEM
39194,C00715045,DEM
39195,C00715052,REP
39196,C00715060,REP
39197,C00715086,REP
39198,C00715169,REP
39199,C00715177,DEM
39200,C00715185,DEM
39201,C00715227,REP
39202,C00715235,REP
39203,C00715284,REP
39204,C00715300,REP
39205,C00715318,DEM
39206,C00715334,REP
39207,C00715342,REP
39208,C00715359,DEM
39209,C00715409,DEM
39210,C00715417,REP
39211,C00715425,REP
39212,C00715466,REP
39213,C00715474,REP
39214,C00715482,REP
39215,C00715508,REP
39216,C00715516,REP
39217,C00715532,REP
39218,C00715557,DEM
39219,C00715599,DEM
39220,C00715607,REP
39221,C00715631,REP
39222,C00715649,REP
39223,C00715664,DEM
39224,C00715698,REP
39225,C00715706,REP
39226,C00715714,DEM
39227,C00715748,DEM
39228,C00715755,DEM
39229,C00715763,DEM
39230,C00715771,REP
39231,C00715789,REP
39232,C00715813,REP
39233,C00715847,REP
39234,C00715854,REP
39235,C00715870,DEM
39236,C00715888,REP
39237,C00715896,REP
39238,C00715912,DEM
39239,C00715920,REP
39240,C00715946,DEM
39241,C00715961,DEM
39242,C00715979,REP
39243,C00715987,DEM
39244,C00716043,DEM
39245,C00716050,DEM
39246,C00716076,DEM
39247,C00716100,REP
39248,C00716118,REP
39249,C00716191,REP
39250,C00716225,REP
39251,C00716258,DEM
39252,C00716308,DEM
39253,C00716316,REP
39254,C00716324,DEM
39255,C00716340,REP
39256,C00716373,DEM
39257,C00716399,REP
39258,C00716407,REP
39259,C00716415,DEM
39260,C00716431,DEM
39261,C00716456,REP
39262,C00716464,DEM
39263,C00716480,REP
39264,C00716498,REP
39265,C00716506,DEM
39266,C00716514,REP
39267,C00716522,REP
39268,C00716548,DEM
39269,C00716571,REP
39270,C00716589,REP
39271,C00716597,REP
39272,C00716605,REP
39273,C00716647,REP
39274,C00716654,REP
39275,C00716720,DEM
39276,C00716746,DEM
39277,C00716761,DEM
39278,C00716829,REP
39279,C00716845,REP
39280,C00716852,DEM
39281,C00716860,REP
39282,C00716878,REP
39283,C00716894,REP
39284,C00716902,REP
39285,C00716910,REP
39286,C00716944,DEM
39287,C00716977,REP
39288,C00716985,DEM
39289,C00716993,DEM
39290,C00717033,REP
39291,C00717041,REP
39292,C00717058,REP
39293,C00717082,DEM
39294,C00717090,DEM
39295,C00717108,DEM
39296,C00717116,DEM
39297,C00717124,REP
39298,C00717157,DEM
39299,C00717165,DEM
39300,C00717181,DEM
39301,C00717215,REP
39302,C00717231,REP
39303,C00717256,DEM
39304,C00717280,DEM
39305,C00717298,DEM
39306,C00717306,REP
39307,C00717314,DEM
39308,C00717322,REP
39309,C00717330,REP
39310,C00717355,REP
39311,C00717405,DEM
39312,C00717413,REP
39313,C00717439,DEM
39314,C00717462,REP
39315,C00717470,REP
39316,C00717488,DEM
39317,C00717504,DEM
39318,C00717520,REP
39319,C00717538,REP
39320,C00717546,REP
39321,C00717561,REP
39322,C00717587,REP
39323,C00717595,REP
39324,C00717603,REP
39325,C00717611,DEM
39326,C00717637,REP
39327,C00717645,DEM
39328,C00717652,DEM
39329,C00717660,DEM
39330,C00717678,REP
39331,C00717744,DEM
39332,C00717769,DEM
39333,C00717777,REP
39334,C00717785,REP
39335,C00717801,DEM
39336,C00717819,DEM
39337,C00717868,REP
39338,C00717876,REP
39339,C00717892,DEM
39340,C00717959,REP
39341,C00717967,REP
39342,C00717975,DEM
39343,C00717983,DEM
39344,C00717991,REP
39345,C00718015,REP
39346,C00718064,DEM
39347,C00718072,REP
39348,C00718080,REP
39349,C00718098,DEM
39350,C00718106,DEM
39351,C00718114,REP
39352,C00718155,DEM
39353,C00718239,REP
39354,C00718254,REP
39355,C00718270,DEM
39356,C00718288,DEM
39357,C00718338,DEM
39358,C00718346,REP
39359,C00718361,REP
39360,C00718379,DEM
39361,C00718387,REP
39362,C00718411,REP
39363,C00718429,DEM
39364,C00718551,DEM
39365,C00718577,DEM
39366,C00718585,REP
39367,C00718619,REP
39368,C00718627,REP
39369,C00718635,REP
39370,C00718650,DEM
39371,C00718676,REP
39372,C00718742,DEM
39373,C00718809,DEM
39374,C00718817,DEM
39375,C00718833,REP
39376,C00718858,DEM
39377,C00718866,DEM
39378,C00718908,DEM
39379,C00718924,REP
39380,C00718940,REP
39381,C00718957,REP
39382,C00718965,DEM
39383,C00718973,REP
39384,C00719005,DEM
39385,C00719039,REP
39386,C00719047,DEM
39387,C00719070,REP
39388,C00719088,DEM
39389,C00719104,REP
39390,C00719112,DEM
39391,C00719146,REP
39392,C00719153,DEM
39393,C00719187,REP
39394,C00719252,REP
39395,C00719260,REP
39396,C00719278,REP
39397,C00719294,REP
39398,C00719310,DEM
39399,C00719328,DEM
39400,C00719344,REP
39401,C00719351,REP
39402,C00719369,REP
39403,C00719377,DEM
39404,C00719385,REP
39405,C00719401,REP
39406,C00719419,REP
39407,C00719427,DEM
39408,C00719435,DEM
39409,C00719526,DEM
39410,C00719534,DEM
39411,C00719559,DEM
39412,C00719567,DEM
39413,C00719575,REP
39414,C00719583,DEM
39415,C00719591,DEM
39416,C00719617,REP
39417,C00719658,REP
39418,C00719674,REP
39419,C00719690,DEM
39420,C00719724,REP
39421,C00719732,DEM
39422,C00719740,REP
39423,C00719757,REP
39424,C00719831,DEM
39425,C00719864,REP
39426,C00719880,REP
39427,C00719898,DEM
39428,C00719963,DEM
39429,C00719989,REP
39430,C00720003,REP
39431,C00720011,REP
39432,C00720037,REP
39433,C00720078,REP
39434,C00720102,DEM
39435,C00720136,DEM
39436,C00720144,DEM
39437,C00720169,REP
39438,C00720185,REP
39439,C00720193,DEM
39440,C00720219,DEM
39441,C00720235,REP
39442,C00720243,REP
39443,C00720276,DEM
39444,C00720300,REP
39445,C00720326,REP
39446,C00720375,REP
39447,C00720417,DEM
39448,C00720425,DEM
39449,C00720441,DEM
39450,C00720458,REP
39451,C00720474,REP
39452,C00720482,DEM
39453,C00720508,REP
39454,C00720516,DEM
39455,C00720532,REP
39456,C00720573,DEM
39457,C00720581,REP
39458,C00720599,REP
39459,C00720607,REP
39460,C00720623,DEM
39461,C00720672,DEM
39462,C00720789,DEM
39463,C00720805,DEM
39464,C00720813,DEM
39465,C00720839,DEM
39466,C00720847,DEM
39467,C00720854,REP
39468,C00720870,REP
